split,model,AUROC,AUPRC,F1,FAR,seed
physical_shift,Autoencoder,0.6884152777777779,0.8700274558184983,0.0830670926517571,0.8241666666666667,46
physical_shift,QuantumKernel,0.5032167832167833,0.7665273380820388,0.8658823529411764,0.8727272727272727,46
physical_shift,VQC,0.2814918414918415,0.6693619251502714,0.4919093851132686,1.0,46
physical_shift,Q-TRACE,0.6302090277777778,0.8436338359266424,0.0896789599363226,0.9808333333333332,46
compositional,XGBoost,0.6617940104166667,0.9022286219384488,0.8695321414986686,0.94,46
compositional,RandomForest,0.7465836805555557,0.9356776690431776,0.8752013645408888,0.9341666666666668,46
compositional,LogisticRegression,0.788754513888889,0.9452438703833762,0.8990914363038855,0.7016666666666667,46
compositional,SVM,0.5494774305555556,0.8354137401372885,0.8635691032849956,0.8,46
compositional,LSTM,0.6637025173611111,0.8824778135927472,0.8104333538714314,0.9991666666666666,46
compositional,GRU,0.7059089409722223,0.8815132007328129,0.8340901890379132,0.8733333333333333,46
compositional,TemporalCNN,0.7132310763888888,0.9152611858065682,0.8424015009380863,0.9991666666666666,46
compositional,IsolationForest,0.6469149305555555,0.8285446085085039,0.6515943544171459,0.9116666666666666,46
compositional,OneClassSVM,0.4624999999999999,0.791169158290133,0.2857142857142857,0.9,46
compositional,Autoencoder,0.7216388888888888,0.923553773519508,0.0263157894736842,0.9416666666666668,46
compositional,QuantumKernel,0.3405229479258606,0.7704727999779388,0.8783783783783784,0.9772727272727272,46
compositional,VQC,0.4668468667255075,0.8419927525310389,0.6036585365853658,1.0,46
compositional,Q-TRACE,0.6712243055555556,0.9045077523202184,0.1128366424218596,0.9433333333333334,46
